ISBN,ISBN NUMERIQUE,OUVRAGE,NOM AUTEUR ,PRENOM AUTEUR ,EDITEUR,COLLECTION,DISCIPLINE,DISCIPLINE,ANNEE,MISE EN LIGNE,OUVRAGE ACCESSIBLE,TARIF EN EUROS HT,ANNEES AVANT ACCES PERENNE,URL CAIRN
9782841746064,9782841748464,Comment écrit-on l'histoire constitutionnelle ?,Herrera,Carlos Miguel,Éditions Kimé,Nomos  Normes,Droit,,2012,2016-08-30,non,C,infos non disponibles,http://www.cairn.info/comment-ecrit-on-l-histoire-constitutionnelle--9782841746064.htm
9782749246796,9782749246802,Condamner,Kaminski,Dan,ERES,Trajets,Droit,,2015,2016-03-01,non,D,infos non disponibles,http://www.cairn.info/condamner--9782749246796.htm
9782130550365,9782130738787,De la vocation de notre temps pour la législation et la science du droit ,von Savigny,Friedrich Carl,P.U.F.,Léviathan,Droit,,2006,2015-04-20,non,F,infos non disponibles,http://www.cairn.info/de-la-vocation-de-notre-temps-pour-la-legislation--9782130550365.htm
9782130565284,9782130791300,Devenir juge,Fillon,Catherine,P.U.F.,Droit et justice,Droit,,2008,2016-04-01,non,F,infos non disponibles,http://www.cairn.info/devenir-juge--9782130565284.htm
9782130415091,9782130700678,"Droit naturel, loi civile et souveraineté à l'époque classique",Tinland,Franck,P.U.F.,Questions,Droit,,1988,2016-08-31,non,C,infos non disponibles,http://www.cairn.info/droit-naturel-loi-civile-et-souverainete--9782130415091.htm
9782130553458,9782130738947,"L'avocat, le juge et la déontologie",de Lamaze,Edouard,P.U.F.,Questions judiciaires,Droit,,2009,2015-11-08,non,F,infos non disponibles,http://www.cairn.info/l-avocat-le-juge-et-la-deontologie--9782130553458.htm
9782130577676,,La faveur et le droit,Guglielmi,Gilles J.,P.U.F.,Hors collection,Droit,,2009,2016-02-19,non,F,infos non disponibles,http://www.cairn.info/la-faveur-et-le-droit--9782130577676.htm
9782130619833,,La formation de la pensée juridique moderne,Villey,Michel,P.U.F.,Quadrige,Droit,,2013,2017-06-07,non,E,infos non disponibles,http://www.cairn.info/la-formation-de-la-pensee-juridique-moderne--9782130619833.htm
9782600006330,,La relation sujet-objet et ses avatars dans la genèse du juridique,Gilliard,François,Librairie Droz,Travaux de Sciences Sociales,Droit,,2002,2015-05-13,non,B,infos non disponibles,http://www.cairn.info/la-relation-sujet-objet-et-ses-avatars--9782600006330.htm
9782130558712,,La responsabilité des magistrats,Kerbaol,Gwenola,P.U.F.,Droit et justice,Droit,,2006,2016-04-01,non,D,infos non disponibles,http://www.cairn.info/la-responsabilite-des-magistrats--9782130558712.htm
9782130366492,9782130677727,Le Droit politique de l'État,Gleizal,Jean-Jacques,P.U.F.,Hors collection,Droit,,1980,2017-10-01,non,bouquet uniquement,infos non disponibles,http://www.cairn.info/le-droit-politique-de-l-etat--9782130366492.htm
9782130582137,,Les procureurs,Milburn,Philip,P.U.F.,Droit et justice,Droit,,2010,2016-04-01,non,F,infos non disponibles,http://www.cairn.info/les-procureurs--9782130582137.htm
9782130543688,,Pour une théorie micropolitique du droit,Moor,Pierre,P.U.F.,Les voies du droit,Droit,,2005,2016-02-19,non,F,infos non disponibles,http://www.cairn.info/pour-une-theorie-micropolitique-du-droit--9782130543688.htm
9782841746682,9782841748402,Pourquoi j'ai peur des juges,Grau,Eros Roberto,Éditions Kimé,Nomos  Normes,Droit,,2014,2016-08-30,non,C,infos non disponibles,http://www.cairn.info/pourquoi-j-ai-peur-des-juges--9782841746682.htm
9782130558989,9782130791195,Quelles perspectives pour la recherche juridique ?,Aguila,Yann,P.U.F.,Droit et justice,Droit,,2007,2016-04-01,non,F,infos non disponibles,http://www.cairn.info/quelles-perspectives-pour-la-recherche-juridique--9782130558989.htm
9782130574408,9782130740360,Questions et réponses en droit,Atias,Christian,P.U.F.,L'Interrogation philosophique,Droit,,2009,2015-04-20,non,F,infos non disponibles,http://www.cairn.info/questions-et-reponses-en-droit--9782130574408.htm
9782200246457,9782200284657,Sociologie du droit et de la justice,Delpeuch,Thierry,Armand Colin,U,Droit,,2014,2016-03-09,non,bouquet uniquement,infos non disponibles,http://www.cairn.info/sociologie-du-droit-et-de-la-justice--9782200246457.htm
9782130559030,,Une histoire politique de l'amnistie,Wahnich,Sophie,P.U.F.,Droit et justice,Droit,,2007,2016-04-01,non,F,infos non disponibles,http://www.cairn.info/une-histoire-politique-de-l-amnistie--9782130559030.htm
9782130563921,,Une justice dans l'urgence,Bastard,Benoît,P.U.F.,Droit et justice,Droit,,2007,2016-04-01,non,F,infos non disponibles,http://www.cairn.info/une-justice-dans-l-urgence--9782130563921.htm
9782130528050,,Évaluer la justice,Breen,Emmanuel,P.U.F.,Droit et justice,Droit,,2002,2016-02-19,non,F,infos non disponibles,http://www.cairn.info/evaluer-la-justice--9782130528050.htm
9782724617405,9782724617429,"Chine, les visages de la justice ordinaire",Balme,Stéphanie,Presses de Sciences Po,Académique ,Droit,,2016,2016-07-05,non,G,infos non disponibles,http://www.cairn.info/chine-les-visages-de-la-justice-ordinaire--9782724617405.htm
9782130542773,,Critique de l'intégration normative,Delmas-Marty,Mireille,P.U.F.,Les voies du droit,Droit,,2004,2016-01-04,non,F,infos non disponibles,http://www.cairn.info/critique-de-l-integration-normative--9782130542773.htm
9782130627630,,Deals de justice,Garapon,Antoine,P.U.F.,Hors collection,Droit,,2013,2017-04-05,non,E,infos non disponibles,http://www.cairn.info/deals-de-justice--9782130627630.htm
9782130574491,9782130740391,Gouverner sans gouverner,Berns,Thomas,P.U.F.,Travaux pratiques,Droit,,2009,2015-04-20,non,E,infos non disponibles,http://www.cairn.info/gouverner-sans-gouverner--9782130574491.htm
9782130573678,,Juger la Folie,Guignard,Laurence,P.U.F.,Droit et justice,Droit,,2010,2016-01-04,non,F,infos non disponibles,http://www.cairn.info/juger-la-folie--9782130573678.htm
9782707135575,9782707181701,Justice pour tous,Mignard,Jean-Pierre,La Découverte,Cahiers libres,Droit,,2001,2010-06-22,non,C,infos non disponibles,http://www.cairn.info/justice-pour-tous--2707135577.htm
9782130609094,,"La Question prioritaire de constitutionnalité, une révolution des droits fondamentaux",Dupic,Emmanuel,P.U.F.,Questions judiciaires,Droit,,2013,2017-06-07,non,F,infos non disponibles,http://www.cairn.info/la-question-prioritaire-de-constitutionnalite--9782130609094.htm
9782841745470,9782841748457,La constitution de Weimar et la pensée juridique française,Herrera,Carlos Miguel,Éditions Kimé,Philosophie politique,Droit,,2011,2016-10-03,non,C,infos non disponibles,http://www.cairn.info/la-constitution-de-weimar-et-la-pensee-juridique--9782841745470.htm
9782707152473,9782707181374,La fonction politique de la justice,Commaille,Jacques,La Découverte,Recherches/Territoires du politique,Droit,,2007,2010-04-01,non,D,infos non disponibles,http://www.cairn.info/la-fonction-politique-de-la-justice--9782707152473.htm
9782600041492,,La peine de mort,Savey-Casard,Paul,Librairie Droz,Travaux de Sciences Sociales,Droit,,1968,2015-05-13,non,A,infos non disponibles,http://www.cairn.info/la-peine-de-mort--9782600041492.htm
9782724618808,9782724618464,Le crime de lèse-nation,Gaven,Jean-Christophe,Presses de Sciences Po,Académique ,Droit,,2016,2016-05-03,non,G,infos non disponibles,http://www.cairn.info/le-crime-de-lese-nation--9782724618808.htm
9782130569442,9782130739906,Le droit et la nécessité,Troper,Michel,P.U.F.,Léviathan,Droit,,2011,2015-04-20,non,F,infos non disponibles,http://www.cairn.info/le-droit-et-la-necessite--9782130569442.htm
9782130573609,9782130740278,Le droit et les paradoxes de l'universalité,Lochak,Danièle,P.U.F.,Les voies du droit,Droit,,2010,2015-09-17,non,F,infos non disponibles,http://www.cairn.info/le-droit-et-les-paradoxes-de-l-universalite--9782130573609.htm
9782130588818,9782130791881,Le pouvoir de vie et de mort,Lapenna,Daniela,P.U.F.,Fondements de la politique,Droit,,2011,2016-04-01,non,G,infos non disponibles,http://www.cairn.info/le-pouvoir-de-vie-et-de-mort--9782130588818.htm
9782130568667,9782130640417,Oppressions et résistances,Rials,Stéphane,P.U.F.,Quadrige,Droit,,2008,2015-01-01,non,E,infos non disponibles,http://www.cairn.info/oppressions-et-resistances--9782130568667.htm
9782130462033,9782130738176,Pour une théorie juridique de l'État,Troper,Michel,P.U.F.,Léviathan,Droit,,1994,2015-01-01,non,G,infos non disponibles,http://www.cairn.info/pour-une-theorie-juridique-de-l-etat--9782130462033.htm
9782130537908,,"Réforme de la justice, réforme de l'État",Cadiet,Loïc,P.U.F.,Droit et justice,Droit,,2003,2016-02-19,non,F,infos non disponibles,http://www.cairn.info/reforme-de-la-justice-reforme-de-l-etat--9782130537908.htm
9782130609346,,Sociologie du droit,Weber,Max,P.U.F.,Quadrige,Droit,,2013,2017-06-07,non,D,infos non disponibles,http://www.cairn.info/sociologie-du-droit--9782130609346.htm
9782130540113,,"Une justice de proximité, la justice de paix (1790-1958)",Petit,Jacques-Guy,P.U.F.,Droit et justice,Droit,,2003,2016-02-19,non,F,infos non disponibles,http://www.cairn.info/une-justice-de-proximite-la-justice-de-paix-1790--9782130540113.htm
9782130566397,,Économie des actions collectives ,Deffains,Bruno,P.U.F.,Droit et justice,Droit,,2008,2016-01-04,non,D,infos non disponibles,http://www.cairn.info/economie-des-actions-collectives--9782130566397.htm
9782130553441,9782130738930,La santé publique en procès,Cassuto,Thomas,P.U.F.,Questions judiciaires,Droit,,2008,2015-09-17,non,F,infos non disponibles,http://www.cairn.info/la-sante-publique-en-proces--9782130553441.htm
9782130534990,9782130639237,Penser la peine,Guillarme,Bertrand,P.U.F.,Questions d'éthique,Droit, Philosophie,2003,2014-07-01,non,E,infos non disponibles,http://www.cairn.info/penser-la-peine--9782130534990.htm
9782130503170,9782130638582,Penser les droits de l'enfant,Youf,Dominique,P.U.F.,Questions d'éthique,Droit, Philosophie,2002,2014-07-01,non,E,infos non disponibles,http://www.cairn.info/penser-les-droits-de-l-enfant--9782130503170.htm
9782749215693,9782749215709,La maîtrise de la vie,Marchal,Cécile,ERES,Enfance  parentalité,Droit, Philosophie,2012,2012-07-01,non,C,infos non disponibles,http://www.cairn.info/la-maitrise-de-la-vie--9782749215693.htm
9782130509875,9782130737599,Du droit de Dieu au droit de l'homme,Renoux-Zagamé,Marie-France,P.U.F.,Léviathan,Droit, Philosophie,2003,2015-04-20,non,G,infos non disponibles,http://www.cairn.info/du-droit-de-dieu-au-droit-de-l-homme--9782130509875.htm
9782130501541,9782130638292,Argumentation et droit ,Vannier,Guillaume,P.U.F.,L'Interrogation philosophique,Droit, Philosophie,2001,2014-09-08,non,F,infos non disponibles,http://www.cairn.info/argumentation-et-droit--9782130501541.htm
9782130515166,9782130638728,Les questions morales du droit,Terré,Dominique,P.U.F.,Éthique et philosophie morale,Droit, Philosophie,2007,2014-10-28,non,F,infos non disponibles,http://www.cairn.info/les-questions-morales-du-droit--9782130515166.htm
9782749210940,9782749232683,Faut-il juger et punir les malades mentaux criminels ?,Jean,Thierry,ERES,Les dossiers du JFP,Droit, Psychologie,2009,2010-04-01,non,C,infos non disponibles,http://www.cairn.info/faut-il-juger-et-punir-les-malades-mentaux-crimine--978274921094.htm
9782707153241,9782707160355,Comparutions immédiates,Christin,Angèle,La Découverte,TAP / Enquêtes de terrain,Droit, Sciences politiques,2008,2011-10-20,non,D,infos non disponibles,http://www.cairn.info/comparutions-immediates--9782707153241.htm
9782749215136,9782749215143,Comparutions immédiates : quelle justice ?,Welzer-Lang,Daniel,ERES,Hors collection,Droit, Sciences politiques,2012,2012-07-01,non,D,infos non disponibles,http://www.cairn.info/comparutions-immediates-quelle-justice--9782749215136.htm
9782724612721,9782724689112,La justice en procès,Bérard,Jean,Presses de Sciences Po,Académique ,Droit, Sciences politiques,2013,2014-02-01,non,E,infos non disponibles,http://www.cairn.info/la-justice-en-proces--9782724612721.htm
9782749213897,9782749230290,L'atelier du juge,Bellon,Laurence,ERES,Trajets,Droit, Sciences politiques,2011,2012-07-01,non,D,infos non disponibles,http://www.cairn.info/l-atelier-du-juge--9782749213897.htm
9782746714052,,Quelle justice pour les enfants délinquants ?,Goasguen,Claude,Autrement,Frontières,Droit, Sciences politiques,2010,2012-04-01,non,bouquet uniquement,infos non disponibles,http://www.cairn.info/quelle-justice-pour-les-enfants-delinquants--9782746714052.htm
9782746707283,,Citoyens et Délateurs,Brodeur,Jean-Paul,Autrement,Mutations,Droit, Sciences politiques,2005,2011-01-01,non,bouquet uniquement,infos non disponibles,http://www.cairn.info/citoyens-et-delateurs--9782746707283.htm
9782724611236,9782724687354,L'arme du droit,Israël,Liora,Presses de Sciences Po,Contester,Droit, Sciences politiques,2009,2012-04-01,non,D,infos non disponibles,http://www.cairn.info/l-arme-du-droit--9782724611236.htm
9782749211756,9782749216775,L'avenir du juge des enfants,Bastard,Benoit,ERES,Trajets,Droit, Sciences politiques,2010,2011-10-20,non,C,infos non disponibles,http://www.cairn.info/l-avenir-du-juge-des-enfants--9782749211756.htm
9782749210377,9782749222943,Quelle justice pour les mineurs ?,Milburn,Philip,ERES,Trajets,Droit, Sciences politiques,2009,2012-04-01,non,C,infos non disponibles,http://www.cairn.info/quelle-justice-pour-les-mineurs--9782749210377.htm
9782130539377,9782130637721,Par-delà les murs,Chantraine,Gilles,P.U.F.,Partage du savoir,Droit, Sociologie et société,2004,2014-11-12,non,F,infos non disponibles,http://www.cairn.info/par-dela-les-murs--9782130539377.htm
9782749207551,9782749221595,La médiation familiale internationale,Ganancia,Daniéle,ERES,Trajets,Droit, Sociologie et société,2007,2012-04-01,non,C,infos non disponibles,http://www.cairn.info/la-mediation-familiale-internationale--9782749207551.htm
9782707169938,9782707171641,Les sorties de délinquance,Marwan,Mohammed,La Découverte,Recherches,Droit, Sociologie et société,2012,2014-10-01,non,E,infos non disponibles,http://www.cairn.info/les-sorties-de-delinquance--9782707169938.htm
9782111281578,,"Chiffres clés, statistiques de la culture et de la communication 2015",et de la Communication,Ministère de la Culture,DEPS,Chiffres clés statistiques de la culture,Économie-Gestion,,2015,2015-04-02,non,A,infos non disponibles,http://www.cairn.info/chiffres-cles-statistiques-de-la-culture-2015--9782111281578.htm
9782111281585,9782111399303,"Chiffres clés, statistiques de la culture et de la communication 2016",et de la Communication,Ministère de la Culture,DEPS,Chiffres clés statistiques de la culture,Économie-Gestion,,2016,2016-05-12,non,A,infos non disponibles,http://www.cairn.info/chiffres-cles-statistiques-de-la-culture-2016--9782111281585.htm
9782111515185,9782111399358,"Chiffres clés, statistiques de la culture et de la communication 2017",et de la Communication,Ministère de la Culture,DEPS,Chiffres clés statistiques de la culture,Économie-Gestion,,2017,2017-05-10,non,A,infos non disponibles,http://www.cairn.info/chiffres-cles-statistiques-de-la-culture-2017--9782111515185.htm
9782724616057,9782724616071,Améliorer l'assurance chômage,Cahuc,Pierre,Presses de Sciences Po,Sécuriser l'emploi,Économie-Gestion,,2014,2015-01-01,non,A,infos non disponibles,http://www.cairn.info/ameliorer-l-assurance-chomage--9782724616057.htm
9782724618907,9782724618921,CDD vs CDI,Fontaine,François,Presses de Sciences Po,Sécuriser l'emploi,Économie-Gestion,,2016,2016-05-03,non,A,infos non disponibles,http://www.cairn.info/cdd-vs-cdi--9782724618907.htm
9782804139940,9782804173548,Capital humain et dualisme sur le marché du travail,de la Croix,David,De Boeck Supérieur,"Économie, Société, Région",Économie-Gestion,,2002,2010-04-01,non,E,infos non disponibles,http://www.cairn.info/capital-humain-et-dualisme-sur-le-marche-du-travai--9782804139940.htm
9782707146939,9782707181466,Des formations pour quels emplois ?,Giret,Jean-François,La Découverte,Recherches,Économie-Gestion,,2005,2010-04-01,non,D,infos non disponibles,http://www.cairn.info/des-formations-pour-quels-emplois--9782707146939.htm
9782724616903,9782724616927,Dialogue social et performance économique,Ferracci,Marc,Presses de Sciences Po,Sécuriser l'emploi,Économie-Gestion,,2015,2015-05-04,non,A,infos non disponibles,http://www.cairn.info/dialogue-social-et-performance-economique--9782724616903.htm
9782724616408,9782724616422,Dictionnaire sociologique de l'entrepreneuriat,Chauvin,Pierre-Marie,Presses de Sciences Po,Références ,Économie-Gestion,,2014,2015-05-04,non,G,infos non disponibles,http://www.cairn.info/dictionnaire-sociologique-de-l-entrepreneuriat--9782724616408.htm
9782707147615,9782707147615,"Délocalisations, normes du travail et politique d'emploi",Auer,Peter,La Découverte,Recherches,Économie-Gestion,,2005,2010-04-01,non,D,infos non disponibles,http://www.cairn.info/delocalisations-normes-du-travail--9782707147613.htm
9782707143235,9782707181268,Flexibilités et performances,Beaujolin-Bellet,Rachel,La Découverte,Recherches,Économie-Gestion,,2004,2012-04-01,non,D,infos non disponibles,http://www.cairn.info/flexibilites-et-performances--9782707143235.htm
9782724617955,9782724617979,L'apprentissage,Cahuc,Pierre,Presses de Sciences Po,Sécuriser l'emploi,Économie-Gestion,,2015,2015-11-03,non,A,infos non disponibles,http://www.cairn.info/l-apprentissage--9782724617955.htm
9782724616750,9782724616774,L'assurance chômage aux Etats-Unis,Auray,Stéphane,Presses de Sciences Po,Sécuriser l'emploi,Économie-Gestion,,2015,2015-05-04,non,A,infos non disponibles,http://www.cairn.info/l-assurance-chomage-aux-etats-unis--9782724616750.htm
